PM2.5,PM10,NO2,SO2,CO,OZONE,NH3,temperature,humidity,wind_speed,wind_direction,pressure,precipitation,boundary_layer_height,aod550,aerosol_index,cloud_fraction,angstrom_exponent,latitude,longitude,hour,day_of_week,month,is_weekend,AQI,city,timestamp
74.4,69.0,30.8,18.6,19.0,60.0,3.6,14.022122509843177,79.51077683721326,4.521968079659118,110.0678246810248,1029.763930272082,0.0,-94.55068799427357,0.1237688906081939,0.24213169331954462,0.4309318479136386,1.499185432575713,25.196024,75.855668,22,2,10,0,0.0,Kota,2025-10-29 22:00:00
58.0,73.0,26.0,9.6,44.0,69.0,18.0,13.641557361673074,79.30640479676896,3.648394425951233,80.75468118726945,1017.700441873682,0.0,-11.0665368557334,0.05,0.25108495199993097,0.5141182779474868,1.413708871088023,26.843698,75.766894,22,2,10,0,96.66666666666666,Jaipur,2025-10-29 22:00:00
38.0,45.0,18.0,7.0,36.0,11.0,4.0,15.97803449002744,78.45332061635047,3.1982797042723297,265.47531891376394,1011.8528287587542,0.0,-12.746296821738905,0.10914325959191754,0.20654168996717553,0.2822061377800993,1.5270857669439915,22.5448082,88.3403691,22,2,10,0,63.333333333333336,Kolkata,2025-10-29 22:00:00
26.6,51.6,23.0,6.0,27.0,24.0,4.0,13.91692984260968,89.59860152609434,5.698907362528499,269.3063445946316,1018.3829607904963,1.735042149302351,-104.48091940210381,0.22124548515559406,0.5495747050716027,0.05401685797482768,1.480429845956975,12.921418,77.502466,22,2,10,0,0.0,Bengaluru,2025-10-29 22:00:00
38.0,58.0,6.0,5.0,30.0,19.0,1.0,18.417110099750957,77.10064387569747,2.686559269001954,319.17751748656804,999.3312130158458,0.0,-22.47654018926881,0.08420114789814716,0.1825313408133306,0.6504893754019315,1.5582013724927628,12.951913,77.539784,22,2,10,0,63.333333333333336,Bengaluru,2025-10-29 22:00:00
34.0,49.0,21.0,5.0,26.0,32.0,2.0,12.383740079697343,81.40602587016457,5.062314628722277,18.70436791953663,1006.7151513610395,0.0,60.247720943947755,0.11470300131908788,0.3629247219272199,0.30439914724996897,1.4317380307580303,13.94,75.555917,22,2,10,0,56.666666666666664,Shivamogga,2025-10-29 22:00:00
41.4,64.2,10.6,8.2,10.0,16.0,3.0,12.892016221836554,80.49150971172125,3.00027999695246,242.96155309949572,1024.5060755059308,0.0,79.17964128034659,0.08398281397926374,0.1435188057985625,0.1589574431104968,1.3970416601000686,11.273992,78.163545,22,2,10,0,0.0,Namakkal,2025-10-29 22:00:00
41.8,49.4,23.0,9.8,16.0,33.0,4.8,15.032630641276954,83.67538076991973,3.4562893793301326,194.68575179479598,1002.9345743472036,0.0,113.98785611290408,0.13977978988937684,0.22619186926189389,0.30776158918721136,1.6653405948762963,8.8787,76.6073,22,2,10,0,0.0,Kollam,2025-10-29 22:00:00
76.2,73.2,12.2,13.2,45.0,18.0,4.6,12.443354895972394,80.94199711108443,4.411044215734023,195.03394713632278,1006.932997052347,0.0,21.128369227946816,0.2136183017065656,0.6193137918491151,0.38913601657164704,1.2025280166548513,18.616318,73.765797,22,2,10,0,0.0,Pimpri-Chinchwad,2025-10-29 22:00:00
36.0,45.0,23.0,12.0,16.0,19.0,3.0,13.055529655891297,75.00293333502817,3.444180415596864,2.502766991228653,1015.6105527217989,0.0,-141.53707420504188,0.05,0.2564814644844281,0.24665966714244955,1.4218536171183622,17.72,83.3,22,2,10,0,60.0,Visakhapatnam,2025-10-29 22:00:00
40.0,65.0,28.0,5.0,29.0,18.0,7.0,14.10178748631301,80.65161372149433,1.4815899647444772,199.70344918164753,1024.5359034331693,0.0,138.63493972628387,0.05,0.07501604025983358,0.223514629865759,1.3254033477298945,13.1036,80.2909,22,2,10,0,66.66666666666667,Chennai,2025-10-29 22:00:00
326.0,194.0,43.0,38.0,81.0,68.0,3.0,12.83563751345039,77.2143439900352,4.06253467094903,29.65717642170337,1024.2185318942684,0.0,131.05438246922085,0.0829459509461603,0.2951831188624312,0.18057778159123133,1.304047610451205,28.710508,77.249485,22,2,10,0,458.46153846153845,Delhi,2025-10-29 22:00:00
313.0,162.0,96.0,23.0,95.0,56.0,7.0,12.901450521765744,84.95519513884771,5.430800167748815,239.41320283665198,1028.7049463526114,0.7353885860318407,80.65932479136822,0.10319906143032875,0.17836498904287013,0.225962498797433,1.4399346308391519,28.628624,77.24106,22,2,10,0,448.46153846153845,Delhi,2025-10-29 22:00:00
23.0,79.0,7.0,3.0,26.0,2.0,3.0,15.584829145016572,88.09227976773339,2.283927404137019,341.0094878581891,1005.8155577874757,0.0,-21.34471517118518,0.1009065203584927,0.22845100739184596,0.29324200385798277,1.340215868816247,26.63086,84.90051,22,2,10,0,38.333333333333336,Motihari,2025-10-29 22:00:00
285.0,178.0,76.0,28.0,121.0,55.0,15.0,10.67824432753673,82.01499850693193,2.1719129973338975,207.94070902936812,994.4815726842534,0.0,78.35896647986021,0.13548441109726117,0.28969317692945284,0.05040951691782444,1.866590105190751,28.47272,77.482,22,2,10,0,426.9230769230769,Greater Noida,2025-10-29 22:00:00
80.4,75.8,38.6,33.6,45.0,35.6,5.0,16.071550068886335,79.07418018530915,4.421738704255825,186.21686031897937,1019.8203445004393,0.0,-43.179578864021074,0.1236673910104474,0.338463660878002,0.09509794898078963,1.5188558587228558,14.7918,75.3896,22,2,10,0,0.0,Haveri,2025-10-29 22:00:00
63.0,69.0,5.0,22.0,27.0,18.0,3.0,16.898354351129385,83.63158173687304,2.0850955583300093,23.074095973023173,1028.0913101340454,0.0,60.56062326313084,0.13393737574885933,0.29642527280145076,0.0948569369601155,1.2157300109362905,25.44919916,81.82735986,22,2,10,0,110.0,Prayagraj,2025-10-29 22:00:00
41.0,68.0,19.0,3.0,30.0,19.0,3.0,11.131709245158804,79.55454715851432,4.055462423689763,334.4902272055666,1014.591589453321,0.0,-147.08050816732717,0.06755300399275896,0.04078842998196264,0.04732073899640483,1.3600069327918933,19.222279,72.957979,22,2,10,0,68.33333333333333,Thane,2025-10-29 22:00:00
51.0,51.0,13.0,2.0,26.0,22.0,13.0,14.509862020323848,83.90128786160265,3.7039013847127893,24.212129028252427,997.644278767929,1.4235105328936066,61.24687940135978,0.11006647402395303,0.19634427458825082,0.03332331797206761,1.3456580625883259,17.6336264,75.9132495,22,2,10,0,85.0,Solapur,2025-10-29 22:00:00
52.2,59.0,13.6,23.8,24.0,9.0,3.0,11.359625377214444,77.84884496024667,1.9958847077511725,185.96614624055246,1009.9079092295013,0.0,-75.21564055905877,0.14878172841722545,0.20252873144355585,0.41360028857047654,1.4227355049105648,22.7524,75.8872,22,2,10,0,0.0,Indore,2025-10-29 22:00:00
79.0,104.0,20.0,14.0,33.0,32.0,3.0,14.938377251272069,85.77955718485741,5.396059184928772,19.20527891600317,1032.5415743375029,0.0,-50.574670426194125,0.053765671103349774,0.22232801016232842,0.17811118118822789,1.097399873538064,19.235581,73.159121,22,2,10,0,163.33333333333334,Ulhasnagar,2025-10-29 22:00:00
53.2,60.6,18.0,21.6,43.0,14.0,4.8,13.872377165527165,86.27240070090302,4.950790287894009,56.07837380886126,1004.435017625908,0.0,9.767037674833086,0.09195658920853138,0.08169261890874888,0.4426642469995873,1.5321788408398125,17.429398,78.569354,22,2,10,0,0.0,Hyderabad,2025-10-29 22:00:00
36.6,36.0,107.0,25.0,16.0,15.0,6.0,16.620161060190238,85.10955960744808,3.015528929765071,143.51868999803273,999.8816376764984,0.4985643217245973,-18.697130298545055,0.10019147663486036,0.08062172052485758,0.5661073178266255,1.3812476887197331,23.80569,86.44268,22,2,10,0,0.0,Dhanbad,2025-10-29 22:00:00
29.0,55.0,5.0,4.0,14.0,1.0,2.0,15.838584027511436,91.83697151432456,4.131113899737134,244.46397761842945,1003.2662116197297,0.0,100.71333364731551,0.08920712820182546,0.18087033676143438,0.34762655922226715,1.7307788269076982,10.798548,79.838212,22,2,10,0,48.333333333333336,Nagapattinam,2025-10-29 22:00:00
26.0,34.0,54.0,18.0,22.0,19.0,6.6,10.234928147167178,79.08786046972658,1.332406807789087,38.03928633422781,1015.932693141335,0.0,54.01127116831221,0.12509233678333812,0.35061420522729314,0.26212547066288444,1.4750955151122271,15.888653,74.541751,22,2,10,0,43.333333333333336,Belgaum,2025-10-29 22:00:00
32.0,35.0,11.0,5.0,35.0,26.0,3.0,14.312581686875479,77.00541811780379,1.251492614567003,224.63945479043366,1013.180416486341,0.0,-84.66462488663667,0.12160963891721763,0.5547736210789275,0.5541404386992159,1.917549197175029,20.24079,85.836784,22,2,10,0,53.333333333333336,Bhubaneswar,2025-10-29 22:00:00
103.0,82.0,22.0,15.0,22.0,3.0,4.0,12.66061119417081,81.14883352047845,4.211167077012528,77.87979994709774,1006.9264556678779,0.0,-7.7221045223050115,0.06966587006047893,0.13555339754258316,0.41152821379822196,1.543722297306941,12.9099161,80.1076538,22,2,10,0,243.33333333333334,Chennai,2025-10-29 22:00:00
42.4,57.2,18.0,6.0,49.0,18.0,2.2,15.985920652976239,81.50070367767916,3.820823907085506,301.7215042733197,1003.8284019480396,0.0,-3.0887635571584617,0.1417562250555487,0.32040605845443515,0.12013246853623481,1.2112885931632549,28.6701,76.9254,22,2,10,0,0.0,Bahadurgarh,2025-10-29 22:00:00
52.0,48.0,15.0,4.0,33.0,32.0,5.2,10.251960966419832,75.54327056012731,1.9364685635542642,233.36404877082458,1032.5325913752656,1.119495205870181,13.106518621584417,0.12499132302242287,0.46675194428403477,0.2990612946207794,1.5235414836921917,24.885261,72.857549,22,2,10,0,86.66666666666666,Sirohi,2025-10-29 22:00:00
329.0,224.0,54.0,3.0,74.0,48.0,4.0,14.049216559431875,73.57777315090114,1.113989549356733,93.51136215371743,1012.668730271262,2.6113550565885952,-51.7611299036176,0.09922650892301792,0.05224872941924355,0.1943172576655615,1.4344626917342436,28.674045,77.131023,22,2,10,0,460.7692307692308,Delhi,2025-10-29 22:00:00
63.2,67.8,17.4,5.8,37.0,26.0,5.2,14.8557286159807,76.8036750448194,0.2293358894287243,216.21396000982222,1021.3632372299555,0.0,3.126687724866997,0.12954332432311585,0.26520541149852606,0.22681259982947446,1.1883854528292974,29.0272,77.0621,22,2,10,0,0.0,Sonipat,2025-10-29 22:00:00
56.0,112.0,54.0,16.6,30.0,52.0,5.0,15.522802646235132,79.23232502871753,6.28147481182503,155.81376079540894,994.0552693116304,0.710350960457082,-123.21423298148372,0.07730796316731682,0.21360585391816883,0.2771558156616692,1.4996571692661873,19.23241,72.86895,22,2,10,0,93.33333333333334,Mumbai,2025-10-29 22:00:00
84.4,68.2,22.6,12.4,48.0,9.0,3.4,11.762026382581851,82.99910102842875,3.247365215139836,246.64835155481427,1009.6869161681668,0.0,-61.223673450775486,0.14527295254708616,0.42277551607163205,0.3204278458464525,1.1697437152752534,19.090337,73.014232,22,2,10,0,0.0,Navi Mumbai,2025-10-29 22:00:00
297.0,216.0,45.0,12.0,88.0,37.0,18.0,16.21653250905178,94.95517020505687,2.2036968406195188,296.8851477330537,1026.238748037872,0.0,-113.18161421327004,0.05193140763238918,0.19409419226646055,0.5435969546817739,1.4777018425749775,28.639652,77.146275,22,2,10,0,436.15384615384613,Delhi,2025-10-29 22:00:00
54.0,77.0,11.0,4.0,24.0,97.0,7.0,15.264390281315936,93.72876725838297,2.0735374845994547,148.02857131301678,994.6392801249746,0.0,-78.44906432421142,0.1754933293560549,0.3803611100338771,0.11605761118979938,1.2201543481550736,26.912329,70.909168,22,2,10,0,90.0,Jaisalmer,2025-10-29 22:00:00
162.2,167.0,52.6,9.4,103.0,50.0,6.4,16.011478645891223,71.81591376842917,7.40662927075166,240.07113271659756,1024.081828167375,0.0,-103.99059271255354,0.07468970481163315,0.30842114829721495,0.1226247355300029,1.689616877487218,30.379589,76.778328,22,2,10,0,0.0,Ambala,2025-10-29 22:00:00
51.0,58.0,14.0,7.0,18.0,29.0,2.0,14.74448955465508,77.00854043495437,3.642460645811473,317.4939929896718,1001.1098871761997,0.6791892835710581,179.29225913308684,0.16985536585594546,0.3292495057985324,0.35429311626481175,1.3307573429424528,11.875,75.3732,22,2,10,0,85.0,Kannur,2025-10-29 22:00:00
78.0,64.0,21.0,12.0,34.0,40.0,2.0,13.577232027971004,82.70476749048261,2.6627160272878823,339.02125618281303,1006.4999741917654,0.0,-109.03990774428506,0.1195037508315076,0.31010498108442425,0.3939649752926162,1.2919602578089053,23.142888,79.916147,22,2,10,0,160.0,Jabalpur,2025-10-29 22:00:00
40.0,97.0,18.0,9.0,46.0,8.0,10.0,17.792627131186585,74.4993000171335,5.425818862452935,101.69858375022682,1014.0435593752321,0.0,-18.912039077703803,0.07046352629961336,0.05080821451185724,0.2768292747038532,1.5738032875650334,19.04946,72.923,22,2,10,0,66.66666666666667,Mumbai,2025-10-29 22:00:00
33.0,50.0,22.0,23.0,52.0,28.0,4.0,16.118857034206552,80.3836982529247,1.3520693622332818,337.74522210890007,1027.2050428727107,0.0,123.47519140447906,0.12131344930081553,0.24829114000560426,0.16060059734670862,1.3803441331604305,26.766433,80.927299,22,2,10,0,55.0,Lucknow,2025-10-29 22:00:00
106.0,63.2,23.2,13.6,63.0,46.0,8.0,13.842505264171583,75.93664331503334,4.669419795310804,233.5100244367736,1023.7765130952914,0.0,40.41016550090039,0.07080653266008483,0.08663077745497844,0.30481814822601405,1.5948084623024412,19.445821,72.7988231,22,2,10,0,0.0,Virar,2025-10-29 22:00:00
60.0,57.0,20.0,3.0,40.0,53.0,4.0,14.21009703581544,84.44773239660962,3.333434783701281,280.62601251266284,1025.7886581331338,0.3573781374022503,-67.69951384585359,0.11512734154599588,0.23162534247919708,0.10777386072398205,1.7378452922511571,25.344694,72.626208,22,2,10,0,100.0,Jalore,2025-10-29 22:00:00
27.0,17.0,16.8,5.0,11.0,9.0,4.0,14.766323022391825,82.53808141890609,3.8372092717777595,175.85842775756592,1001.9681724269177,0.0,-31.254273710016903,0.12017109042709498,0.24420715644571106,0.22310954196008173,1.356950296236482,25.5586,91.8985,22,2,10,0,0.0,Shillong,2025-10-29 22:00:00
23.0,27.0,14.6,10.6,4.0,11.0,4.2,14.603678877203803,78.21316043054051,3.796644903426911,74.45444152802266,1029.22498340901,0.0,-68.72265309140144,0.13228602883724888,0.46459286913522846,0.07390218660391598,1.5366946237423134,10.681158,78.741746,22,2,10,0,38.333333333333336,Palkalaiperur,2025-10-29 22:00:00
173.2,101.8,19.2,16.2,32.0,194.0,9.2,11.411862549840848,92.0164709211861,0.8984957427658742,359.8407731701579,1007.7375214348258,0.0,138.83377782084432,0.10042192593465539,0.24439865998219282,0.5985726553798467,1.9852385629366134,22.220833,84.809444,22,2,10,0,0.0,Rourkela,2025-10-29 22:00:00
152.0,102.0,31.0,13.0,12.0,14.0,8.0,12.296489317321855,83.80364967406965,4.507713859917027,281.6587742609784,1010.4761995653555,0.0,56.440298789326164,0.095947177068405,0.32556756716263885,0.20413493467713803,1.3446927310917258,28.806223,76.141105,22,2,10,0,324.61538461538464,Bhiwani,2025-10-29 22:00:00
36.4,54.4,30.6,21.0,8.0,18.0,2.8,12.59567635104685,85.23419599155808,3.7453103857613956,150.82911856062879,1023.6977145498385,0.0,85.80141953021409,0.1399888965086797,0.35787702148672723,0.2937279826066146,1.5210557247819356,12.909494,79.131861,22,2,10,0,0.0,Vellore,2025-10-29 22:00:00
51.0,98.0,13.0,26.0,24.0,21.0,6.0,14.394499838071996,89.12380105488202,1.0367694013213318,44.251444247539524,1013.0796428264733,0.0,100.37095238106731,0.07418062059278183,0.1371531588746705,0.42058097387360416,1.0238521788953006,19.786089,72.757971,22,2,10,0,85.0,Boisar,2025-10-29 22:00:00
43.0,69.0,11.0,12.0,29.0,16.0,3.0,10.887611778612168,80.41847178863453,2.5035327395795917,337.7030902445273,1024.8189109295997,1.1838989992721722,103.60876510462515,0.14442115163874597,0.38911661577513357,0.5599266451417679,1.4151209558578677,17.528544,78.286195,22,2,10,0,71.66666666666667,Hyderabad,2025-10-29 22:00:00
46.0,53.0,10.0,6.0,46.0,21.0,5.4,12.768519285304789,86.60359359881716,3.772564009914282,51.42610342830189,1020.1565824475789,0.0,69.71028559082679,0.08523315431512363,-0.048730434081418944,0.14412404673332618,1.4437671915070887,20.939198,77.765701,22,2,10,0,76.66666666666667,Amravati,2025-10-29 22:00:00
47.0,72.4,18.4,18.2,52.0,18.0,5.4,11.526257512051716,74.65652881437704,5.1680770343744005,192.09691682167625,994.7593012610706,0.0,67.99730755167514,0.18259756297764035,0.2635158842635982,0.2575183065951088,1.7144393431876974,28.4417,77.3217,22,2,10,0,0.0,Faridabad,2025-10-29 22:00:00
76.0,92.0,18.0,15.0,26.0,8.0,5.0,17.057307673624358,86.46165652661188,4.636292505905547,73.4715580160737,1008.3706048797474,0.0,-52.46624070668076,0.17472705025456806,0.39316102049345353,0.6698259475811227,1.6841631731759992,17.417094,78.457437,22,2,10,0,153.33333333333334,Hyderabad,2025-10-29 22:00:00
71.2,69.6,15.0,1.0,51.0,7.0,4.6,13.52626181059106,75.45863507419173,3.0465673466435352,27.709800977114668,1003.9224381985308,0.0,151.92839236417643,0.08608658770652343,0.16449491450575407,0.27388515826706344,1.6727743319104014,18.530085,73.849598,22,2,10,0,0.0,Pune,2025-10-29 22:00:00
87.0,80.0,55.0,32.0,67.0,30.0,12.0,12.97831656123503,81.59020865045292,3.194250676512149,164.85443799625006,1009.9836611646474,0.0,-141.64336281961985,0.12394912276314826,0.34731692935305386,0.4369198918671973,1.606333119187719,27.554793,76.611536,22,2,10,0,190.0,Alwar,2025-10-29 22:00:00
47.0,62.0,24.0,7.0,26.0,44.2,4.0,14.993333609983246,75.60028493332955,3.7579897501170976,225.23428419381952,1000.1169238253647,1.0369205218623745,14.098269961205546,0.08920525969189672,0.1394721209905593,0.054634531487346503,1.3355329057294552,13.1278,80.2642,22,2,10,0,78.33333333333333,Chennai,2025-10-29 22:00:00
52.0,77.0,60.0,5.0,31.0,32.0,9.0,16.383530806032926,81.76644527429333,2.4176354197176915,352.45146268500025,1013.6659257175166,0.0,-271.32426341634164,0.06160234217467524,0.22722097804216165,0.41413728453468324,1.0675935400145122,26.83399722,80.8917361,22,2,10,0,86.66666666666666,Lucknow,2025-10-29 22:00:00
71.0,77.0,17.0,6.0,15.0,61.0,5.0,11.27883482015068,83.26790718179417,4.511165959792798,347.50898050694394,1000.4507733199771,0.9583401562025248,93.79155375106505,0.11422517486998149,0.30910851668606515,0.30767651082298036,1.6669657002384906,26.29581,73.082283,22,2,10,0,136.66666666666666,Jodhpur,2025-10-29 22:00:00
29.0,37.0,3.0,16.0,8.0,16.0,1.0,13.539259984559093,88.2790455612241,2.874423060226182,138.02297078097322,1016.3889159821853,0.0,-33.41364484598473,0.10626006186245388,0.28544676465349017,0.5185998536025126,1.309861861316949,10.7654824,79.1389968,22,2,10,0,48.333333333333336,Thanjavur,2025-10-29 22:00:00
56.0,48.0,14.0,2.0,47.0,117.0,8.0,11.910335110654183,90.46285084955038,2.573423025590236,148.4207020193996,1028.9058207261785,0.0,-51.93963718261312,0.13332819341616772,0.4632354655951861,0.31073381987960613,1.4400969924905045,26.031443,76.359327,22,2,10,0,93.33333333333334,Sawai Madhopur,2025-10-29 22:00:00
98.0,90.0,22.0,4.0,49.0,66.0,9.0,15.980967082113985,78.67249572665172,3.5421259759096544,337.87072205032695,1017.4350172058453,0.0,-115.18683845867787,0.09977591195709648,0.18669770645010386,0.3991332222584657,1.3451592363294198,26.895552,76.334753,22,2,10,0,226.66666666666666,Dausa,2025-10-29 22:00:00
37.0,44.0,22.0,1.0,22.0,38.0,3.0,17.31167356848611,83.31006199300201,2.0228729945783277,313.8420839731926,1008.1611416594568,0.0,52.28354880354951,0.14225561559919137,0.417511622808425,0.3689733765889828,1.1483889617125604,23.041137,72.456691,22,2,10,0,61.666666666666664,Ahmedabad,2025-10-29 22:00:00
54.6,68.0,21.4,13.8,55.0,8.0,3.6,13.684071568130008,81.41810850773564,7.7896613517672915,37.97053198438701,1023.3838875573462,0.0,50.54240932166947,0.10953395676220642,0.27933914763362044,0.12550157131236594,1.2406332305664054,13.34194444,74.74694444,22,2,10,0,0.0,Udupi,2025-10-29 22:00:00
48.0,58.0,24.0,13.0,43.0,13.0,5.0,14.033098204436078,80.70084557092767,2.8125304045286774,105.35583516026682,1004.9504057989586,0.0,40.34368628712862,0.13784206036776853,0.18413464993964013,0.10858952091275512,1.565434110575558,23.685297,86.945968,22,2,10,0,80.0,Asansol,2025-10-29 22:00:00
160.0,151.0,24.0,3.0,26.0,101.0,7.0,12.11198004097608,88.71783273397752,4.562586996088277,340.83224808920664,1018.8354430301189,0.0,-70.68925679873534,0.20318275740952507,0.28339830376729636,0.23295703145987426,1.3882408362230085,28.296139,74.961696,22,2,10,0,330.7692307692308,Churu,2025-10-29 22:00:00
50.0,52.0,12.0,5.0,24.0,46.0,9.0,13.703190716876936,78.06365582412471,4.850725848133941,79.64593072058304,1012.3533247000961,0.0,48.44466052789334,0.1436678765161288,0.4159210374192833,0.42705975915742195,1.6632443745114385,25.106006,76.469948,22,2,10,0,83.33333333333334,Baran,2025-10-29 22:00:00
23.0,26.0,18.0,6.0,43.0,6.0,3.0,15.733602898869725,75.33474654294801,4.833097911294278,359.1620147752773,1003.9932861748752,0.0,-96.42000714232492,0.08727976820067172,0.0738793411230999,0.32129914407737725,1.5409595754563834,23.616515,87.119133,22,2,10,0,38.333333333333336,Asansol,2025-10-29 22:00:00
56.0,67.0,31.0,3.0,36.0,36.0,3.0,15.592657253161484,74.51304196347947,5.255129742643499,86.50768444213203,1010.1711327948037,0.49419542350077145,-3.1512324423027462,0.1134971740649261,0.332021947568347,0.467276925754399,1.3320944883964685,25.16409,75.858137,22,2,10,0,93.33333333333334,Kota,2025-10-29 22:00:00
16.0,17.0,11.0,4.0,23.0,22.0,3.0,13.685001179490067,82.39560420866022,3.8070925802727134,186.85162084663753,1012.583191976101,0.0,105.36123992436556,0.10264156399608577,0.11631729426942897,0.1694277492671208,1.7692199589028514,18.39963,76.57452,22,2,10,0,26.666666666666668,Latur,2025-10-29 22:00:00
18.0,25.0,15.0,3.0,55.0,18.0,6.0,12.623995440803977,79.62489455994387,2.1775968076123844,333.7645614712018,1021.3333391178031,0.0,-110.48627930625247,0.13258531364239995,0.3602884418929325,0.2498639377994148,1.4294630202008838,21.6439,85.599355,22,2,10,0,30.0,Keonjhar,2025-10-29 22:00:00
38.0,41.0,19.0,4.0,32.0,22.0,2.0,11.627129599698929,80.04956028413119,1.7694842632039565,315.5942742581522,1030.269638512334,0.0,-39.96361856146069,0.06173391851056245,-0.01738287070982225,0.12140281221396663,1.3944629611166082,14.4758,75.9052,22,2,10,0,63.333333333333336,Davanagere,2025-10-29 22:00:00
65.6,81.2,29.8,14.0,57.0,20.0,8.2,14.746821629645964,88.44343026381948,5.435094843448568,196.8110685770652,1007.4250821499216,0.0,-136.98029795790825,0.08712526112129283,0.21031522689547694,0.02976464190408341,1.670315264049237,28.360699,76.93609,22,2,10,0,0.0,Manesar,2025-10-29 22:00:00
129.0,98.0,61.0,13.0,44.0,34.0,6.0,17.229848043017117,79.2072612670165,3.291911182855864,91.58096910306492,1008.6041128896823,0.06623788326863429,-22.019462700796215,0.07886913133207062,0.23321699595945383,0.3246465828824919,1.5995576618835554,22.431,75.5213,22,2,10,0,306.9230769230769,Indore,2025-10-29 22:00:00
56.0,74.0,8.0,28.0,16.0,9.0,2.0,15.2267037859836,80.36044487609311,4.589904576069933,90.16844356529963,1019.170059495767,0.0,121.19439853863959,0.1083247710964286,0.15190972181847306,0.6124586588761204,1.6985914260905928,19.1375,72.915056,22,2,10,0,93.33333333333334,Mumbai,2025-10-29 22:00:00
88.0,76.0,15.0,1.0,40.0,26.0,9.0,11.014674435313607,73.60126749252427,3.178527609080962,300.77288126719,1010.7140008465998,0.0,-99.43493746085169,0.09820072815875719,0.08755819052513308,0.11775672925721811,1.5794794046918468,16.7143745,74.2426398,22,2,10,0,193.33333333333331,Kolhapur,2025-10-29 22:00:00
107.0,76.0,29.0,56.0,48.0,48.0,8.0,12.921977436417732,87.71391224284524,2.942237295748939,324.25267104405305,996.6704771945801,0.0,-57.27684245485304,0.07760304168194695,0.1318937953236276,0.2881885643666271,1.456070996893249,21.613267,73.010555,22,2,10,0,256.6666666666667,Ankleshwar,2025-10-29 22:00:00
82.0,92.0,14.0,44.0,25.2,2.0,10.0,15.900312870219297,83.51445387082133,2.6114367812689454,97.10986014611626,1011.0365015091502,1.3967830011550062,5.194588580729489,0.21757053580255767,0.5669800522892245,0.17512626751465424,1.498282959628079,20.362421,72.918013,22,2,10,0,173.33333333333331,Vapi,2025-10-29 22:00:00
52.0,59.8,14.0,17.6,19.0,4.0,2.6,14.129873454074376,86.28638651678214,2.816914301818084,124.2060623728438,998.9089307224402,0.596411743152641,47.88187482130707,0.05,0.2245693754370362,0.13636244028998737,1.4275001994235863,9.559382,77.948828,22,2,10,0,0.0,Virudhunagar,2025-10-29 22:00:00
9.0,38.0,30.0,29.0,27.0,19.0,2.0,14.259064792704864,79.86232714752853,4.210683894955966,296.1125259783108,1003.2645380029553,0.0,106.02099074988752,0.14746501696900854,0.4723806829874264,0.15459289707801255,1.3227919506043246,19.9629,79.298714,22,2,10,0,15.0,Chandrapur,2025-10-29 22:00:00
41.0,41.0,7.0,5.0,23.0,2.0,3.6,18.810125795513397,83.64438463057866,4.913086106998522,298.642577645898,1011.4828556642277,0.0,121.81947117542515,0.10981718778196953,0.16034878753879267,0.34523489530876794,1.4170167443759345,8.816428,78.099039,22,2,10,0,0.0,Thoothukudi,2025-10-29 22:00:00
46.0,54.0,11.0,7.0,13.0,51.0,3.0,15.39005695022518,85.08570850495056,3.351036681529722,194.5067514445106,1010.5147138192555,0.0,-196.7069703587157,0.10406421043492384,0.22218110187811402,0.2829264245615739,1.9222592668199168,25.435774,75.644272,22,2,10,0,76.66666666666667,Bundi,2025-10-29 22:00:00
303.0,200.0,38.0,6.0,92.0,41.0,19.0,11.283700795282861,74.10180449774847,1.6722547515002284,161.52970414411104,1028.5256181548964,0.0,-129.31453236461624,0.13657140563433068,0.49026798185496956,0.5228250988180864,1.690679506647596,28.2068,76.7997,22,2,10,0,440.7692307692308,Dharuhera,2025-10-29 22:00:00
133.0,133.0,21.0,10.2,63.0,23.0,5.4,11.684002339401232,78.87691974357419,1.118551705596372,24.736923980625953,998.290912428124,0.0,176.16889307921878,0.05,0.0750364596887517,0.20783889695632377,1.285738334465805,18.60577,73.749976,22,2,10,0,310.0,Pune,2025-10-29 22:00:00
75.0,54.0,2.0,2.0,5.0,43.0,2.4,15.750393566404124,83.94180205586476,6.417364605873413,18.419582320371326,1012.5262929745556,0.0,-158.21767633461317,0.06040677527978047,0.04214759715181694,0.24386565947520564,1.5136644259879635,30.269444,78.044167,22,2,10,0,150.0,Dehradun,2025-10-29 22:00:00
48.0,69.0,18.6,22.4,8.0,22.0,3.0,10.978195757919517,82.9610301502427,1.9784225137876787,96.83762559663516,1006.6539496470664,0.0,99.57522366813514,0.09255305615659082,0.3651853566696691,0.4925498886709235,1.1041588281518673,23.107969,72.574648,22,2,10,0,0.0,Ahmedabad,2025-10-29 22:00:00
21.0,25.0,6.0,2.0,29.0,10.0,3.0,12.345667320757062,82.53843606763664,2.897791329318965,172.0322477687289,1015.3010117346986,0.0,112.48370601156972,0.09410572531947281,0.22218425392598645,0.5540814959327779,1.4521453705696297,23.508764,87.35444,22,2,10,0,35.0,Durgapur,2025-10-29 22:00:00
